Time Stamp,Inlet Number,P (mbars),T0 (degC),T1 (degC),T2 (degC),T5 (degC),Tgas(degC),Laser PID Readout,Det PID Readout,win0Fit0,win0Fit1,win0Fit2,win0Fit3,win0Fit4,win0Fit5,win0Fit6,win0Fit7,win0Fit8,win0Fit9,win1Fit0,win1Fit1,win1Fit2,win1Fit3,win1Fit4,win1Fit5,win1Fit6,win1Fit7,win1Fit8,win1Fit9,Det Bkgd,Ramp Ampl,COS (ppb),H2O (ppm),CO2 (ppm),Diff. COS (ppb),Mean H2O (ppm),Mean CO2 (ppm),DiffSpec Species0,DiffSpec Species2,DiffSpec Chi2,Power Input (mV),FET T (degC),TEC Temp (degC),TEC Sink Temp (degC),TEC Power (W),Wall Code,GPS Time,Latitude,Longitude,Alt. (m)
02/21/2025 13:29:45.453,1,139.988,41.4150,40.7791,21.8286,48.7787,41.4150,131658,60002,-5.02884,0.0596937,-1.31832e-05,-3.38319e-08,0.605788,0.996127,1,0.00812977,1.11708,1,-0.303519,0.0236359,7.55823e-05,-1.02914e-07,0.0158433,0.996127,1,-0.000202522,0.996127,1,3.1892,16.3756,-1.37328,16479.9,401.317,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14964,37.65,41.000,29.325,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:46.477,1,140.01,41.4151,40.7789,21.8255,48.7103,41.4151,131667,60002,-5.02653,0.0596599,-1.30313e-05,-3.40502e-08,0.604796,0.999726,1,0.00805623,1.17268,1,-0.353357,0.0240283,7.45548e-05,-1.02024e-07,0.0161794,0.999726,1,-0.000207498,0.999726,1,3.18925,16.3754,-1.4143,16452.9,397.675,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14910,37.65,41.000,29.324,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:47.501,1,140.013,41.4151,40.7791,21.8220,48.7103,41.4151,131652,59999,-5.02742,0.0596666,-1.30491e-05,-3.40476e-08,0.606049,0.994495,1,0.00806626,1.18069,1,-0.232378,0.0231257,7.67733e-05,-1.03827e-07,0.0152155,0.994495,1,-0.000215847,0.994495,1,3.18921,16.3751,-1.48325,16487,398.184,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14956,37.65,41.000,29.320,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:48.525,1,140.019,41.4151,40.7789,21.8190,48.7396,41.4151,131670,60002,-5.02183,0.0595962,-1.2775e-05,-3.43954e-08,0.606571,0.987127,1,0.00806048,1.27815,1,-0.453661,0.0247777,7.26751e-05,-1.00451e-07,0.0156117,0.987127,1,-0.00019013,0.987127,1,3.18933,16.375,-1.27104,16501.2,397.905,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14930,37.65,41.000,29.320,0.081,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:49.549,1,139.999,41.4150,40.7789,21.8219,48.7299,41.4150,131670,60002,-5.02016,0.0595701,-1.26332e-05,-3.462e-08,0.60623,0.991832,1,0.00807789,1.3248,1,-0.328333,0.0238488,7.49796e-05,-1.02348e-07,0.0156963,0.991832,1,-0.000168307,0.991832,1,3.1894,16.3762,-1.09094,16491.9,398.76,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14946,37.65,41.000,29.324,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:50.573,1,139.986,41.4148,40.7789,21.8260,48.7592,41.4148,131647,60002,-5.00532,0.0593925,-1.19197e-05,-3.55402e-08,0.604187,0.989214,1,0.00818705,1.21802,1,-0.360357,0.0240877,7.43966e-05,-1.01871e-07,0.0154953,0.989214,1,-0.000191928,0.989214,1,3.18908,16.3771,-1.28579,16436.4,404.126,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14985,37.65,41.000,29.323,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:51.597,1,140.006,41.4149,40.7791,21.8270,48.7689,41.4149,131644,60002,-5.03145,0.0597094,-1.32199e-05,-3.3838e-08,0.606024,0.996244,1,0.00818061,1.27504,1,-0.311342,0.0237224,7.52733e-05,-1.02586e-07,0.0163499,0.996244,1,-0.000179146,0.996244,1,3.18933,16.374,-1.18038,16486.3,403.828,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14930,37.65,41.000,29.323,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:52.621,1,139.976,41.4149,40.7790,21.8394,48.7689,41.4149,131654,60002,-5.02808,0.0596902,-1.32085e-05,-3.37498e-08,0.605013,0.996758,1,0.00821833,1.2181,1,-0.324979,0.0238267,7.50199e-05,-1.02377e-07,0.0159373,0.996758,1,-0.000212421,0.996758,1,3.1893,16.375,-1.45493,16458.9,405.679,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14953,37.65,41.000,29.322,0.079,32,No Data,No Data,No Data,No Data
02/21/2025 13:29:53.645,1,140.001,41.4151,40.7788,21.8415,48.7592,41.4151,131665,60001,-5.00129,0.0593573,-1.18548e-05,-3.55497e-08,0.604448,0.989391,1,0.00794602,1.22466,1,-0.210088,0.0229722,7.71268e-05,-1.04093e-07,0.0155409,0.989391,1,-0.0002057,0.989391,1,3.18945,16.3757,-1.39945,16443.5,392.232,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14949,37.65,41.000,29.322,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:54.669,1,139.993,41.4150,40.7789,21.8402,48.7787,41.4150,131646,60009,-5.01987,0.059598,-1.28148e-05,-3.42838e-08,0.605869,0.985562,1,0.00812735,1.32166,1,-0.259897,0.0233437,7.62392e-05,-1.03391e-07,0.0157763,0.985562,1,-0.000193078,0.985562,1,3.18919,16.3773,-1.29534,16482.1,401.198,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14954,37.65,41.000,29.321,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:55.796,1,140.009,41.4150,40.7792,21.8383,48.7494,41.4150,131655,60001,-5.01199,0.0594923,-1.2387e-05,-3.48628e-08,0.604416,0.985933,1,0.00801874,1.16551,1,-0.261669,0.0233241,7.63568e-05,-1.03555e-07,0.0159661,0.985933,1,-0.000190378,0.985933,1,3.18955,16.3755,-1.27301,16442.6,395.82,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14985,37.65,41.000,29.325,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:56.922,1,139.996,41.4148,40.7792,21.8362,48.7592,41.4148,131652,59994,-5.0163,0.0595356,-1.25128e-05,-3.47414e-08,0.604048,0.990855,1,0.00803723,1.27923,1,-0.286442,0.0235397,7.57557e-05,-1.03002e-07,0.0163033,0.990855,1,-0.000182955,0.990855,1,3.19139,16.3765,-1.21174,16432.6,396.729,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14926,37.75,41.000,29.324,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:57.946,1,140.002,41.4145,40.7790,21.8344,48.7787,41.4145,131662,59999,-5.00743,0.0594201,-1.2068e-05,-3.53394e-08,0.604621,0.980546,1,0.00821014,1.27133,1,-0.383764,0.0242831,7.38375e-05,-1.01362e-07,0.016403,0.980546,1,-0.000187289,0.980546,1,3.18947,16.3748,-1.24752,16448.2,405.27,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14958,37.65,41.000,29.325,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:58.970,1,139.992,41.4147,40.7789,21.8304,48.7494,41.4147,131658,60005,-5.01845,0.0595709,-1.27199e-05,-3.43744e-08,0.604808,0.980907,1,0.00825075,1.16839,1,-0.374129,0.0242053,7.40726e-05,-1.01585e-07,0.0162022,0.980907,1,-0.000179961,0.980907,1,3.18913,16.3766,-1.18707,16453.3,407.277,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14942,37.65,41.000,29.328,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:29:59.994,1,140.026,41.4149,40.7791,21.8307,48.7494,41.4149,131654,60003,-4.99716,0.0592864,-1.15e-05,-3.61046e-08,0.605748,0.976046,1,0.00812264,1.26073,1,-0.407169,0.024409,7.36562e-05,-1.01313e-07,0.0162593,0.976046,1,-0.000182885,0.976046,1,3.18903,16.3757,-1.21122,16478.8,400.964,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14959,37.65,41.000,29.327,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:01.018,1,139.998,41.4147,40.7791,21.8337,48.7592,41.4147,131643,60003,-5.00708,0.0594141,-1.20664e-05,-3.53075e-08,0.604436,0.982982,1,0.00822891,1.19836,1,-0.406089,0.0244249,7.35459e-05,-1.01181e-07,0.0162207,0.982982,1,-0.000201175,0.982982,1,3.18912,16.3736,-1.36211,16443.2,406.195,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14956,37.65,41.000,29.326,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:02.042,1,139.978,41.4142,40.7790,21.8335,48.7396,41.4142,131646,60009,-5.00984,0.0594528,-1.21386e-05,-3.52622e-08,0.604943,0.986946,1,0.00810792,1.11539,1,-0.474477,0.0250206,7.19053e-05,-9.96605e-08,0.0159644,0.986946,1,-0.000198921,0.986946,1,3.18899,16.3798,-1.34352,16456.9,400.227,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14958,37.65,41.000,29.329,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:03.066,1,139.991,41.4145,40.7789,21.8310,48.7689,41.4145,131660,60001,-4.993,0.0592349,-1.13108e-05,-3.63155e-08,0.602749,0.980524,1,0.00827585,1.11114,1,-0.239499,0.0231893,7.66032e-05,-1.03681e-07,0.016198,0.980524,1,-0.000186933,0.980524,1,3.18916,16.3755,-1.24453,16397.3,408.492,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14941,37.65,41.000,29.327,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:04.090,1,139.997,41.4143,40.7791,21.8288,48.7299,41.4143,131639,60006,-5.00764,0.0594198,-1.20265e-05,-3.54162e-08,0.604182,0.978463,1,0.00817513,1.14842,1,-0.297526,0.023607,7.56127e-05,-1.02898e-07,0.015628,0.978463,1,-0.000193437,0.978463,1,3.1888,16.3762,-1.29824,16436.2,403.536,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14959,37.65,41.000,29.326,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:05.114,1,139.994,41.4145,40.7791,21.8256,48.7396,41.4145,131672,60004,-5.02754,0.0596835,-1.31593e-05,-3.38167e-08,0.605543,0.994957,1,0.00804764,1.18042,1,-0.195684,0.0228838,7.73179e-05,-1.04218e-07,0.0162042,0.994957,1,-0.000194575,0.994957,1,3.18918,16.3777,-1.30768,16473.3,397.259,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14964,37.65,41.000,29.326,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:06.138,1,140,41.4145,40.7789,21.8220,48.7494,41.4145,131651,60001,-5.01934,0.0595653,-1.26685e-05,-3.44825e-08,0.604404,0.9732,1,0.00820971,1.26872,1,-0.257087,0.0233116,7.63134e-05,-1.03444e-07,0.0156827,0.9732,1,-0.000200813,0.9732,1,3.18908,16.3758,-1.35911,16442.3,405.246,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14914,37.65,41.000,29.332,0.076,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:07.162,1,140.003,41.4145,40.7790,21.8197,48.7494,41.4145,131649,60003,-5.0315,0.0597427,-1.34378e-05,-3.34103e-08,0.605038,0.982732,1,0.0080939,1.19773,1,-0.257969,0.0233297,7.62564e-05,-1.03392e-07,0.0157123,0.982732,1,-0.000201931,0.982732,1,3.18908,16.3763,-1.36837,16459.5,399.537,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14971,37.65,41.000,29.333,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:08.186,1,139.997,41.4145,40.7790,21.8177,48.7299,41.4145,131641,60005,-5.00903,0.0594497,-1.21967e-05,-3.51277e-08,0.605206,0.978394,1,0.00818914,1.21345,1,-0.293306,0.023592,7.56131e-05,-1.02877e-07,0.0160132,0.978394,1,-0.000191591,0.978394,1,3.18903,16.3757,-1.28304,16464.1,404.24,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14946,37.65,41.000,29.327,0.080,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:09.210,1,139.989,41.4142,40.7792,21.8143,48.7689,41.4142,131674,60005,-5.01252,0.0594901,-1.23282e-05,-3.49738e-08,0.60408,0.989092,1,0.00832219,1.24987,1,-0.160106,0.0225567,7.82989e-05,-1.05177e-07,0.0161346,0.989092,1,-0.000183647,0.989092,1,3.18931,16.3772,-1.21745,16433.5,410.794,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14949,37.55,41.000,29.327,0.080,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:10.234,1,139.999,41.4144,40.7790,21.8110,48.7494,41.4144,131661,59998,-4.99361,0.0592504,-1.13342e-05,-3.6335e-08,0.603664,0.988777,1,0.00820662,1.25348,1,-0.291664,0.0235506,7.57984e-05,-1.03086e-07,0.0158829,0.988777,1,-0.000192607,0.988777,1,3.18907,16.3771,-1.29138,16422.1,405.085,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14971,37.65,41.000,29.326,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:11.258,1,140.007,41.4142,40.7791,21.8105,48.7396,41.4142,131642,60003,-5.01365,0.0594772,-1.22375e-05,-3.51763e-08,0.602433,0.978206,1,0.0082333,1.22334,1,-0.366262,0.0241493,7.41711e-05,-1.01639e-07,0.0166324,0.978206,1,-0.000202552,0.978206,1,3.18939,16.3744,-1.37339,16388.7,406.388,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14914,37.65,41.000,29.328,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:12.282,1,140,41.4145,40.7790,21.8102,48.7299,41.4145,131658,60002,-5.01923,0.0595788,-1.27625e-05,-3.43443e-08,0.605165,0.981585,1,0.00797552,1.24784,1,-0.449733,0.0247627,7.26833e-05,-1.00448e-07,0.0155664,0.981585,1,-0.000193641,0.981585,1,3.18916,16.3742,-1.29996,16463,393.695,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14953,37.65,41.000,29.328,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:13.306,1,139.996,41.4143,40.7790,21.8084,48.7592,41.4143,131650,59996,-4.99735,0.0592893,-1.15209e-05,-3.60577e-08,0.60291,0.987197,1,0.00841201,1.21078,1,-0.287808,0.0235488,7.57189e-05,-1.02969e-07,0.0164777,0.987197,1,-0.000174526,0.987197,1,3.18934,16.3748,-1.14215,16401.6,415.215,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14931,37.65,41.000,29.329,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:14.330,1,140.004,41.4146,40.7791,21.8071,48.7689,41.4146,131645,60001,-5.03045,0.0597364,-1.34624e-05,-3.32882e-08,0.602378,0.986162,1,0.00809803,1.19573,1,-0.0991652,0.0221185,7.93226e-05,-1.05967e-07,0.015272,0.986162,1,-0.000197237,0.986162,1,3.18918,16.3763,-1.32953,16387.2,399.711,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14963,37.65,41.000,29.329,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:15.354,1,140.003,41.4144,40.7791,21.8030,48.7201,41.4144,131655,60007,-5.02718,0.0596708,-1.31254e-05,-3.38609e-08,0.604889,0.988979,1,0.00817871,1.18533,1,-0.348408,0.0239767,7.4705e-05,-1.02166e-07,0.015614,0.988979,1,-0.000179482,0.988979,1,3.18919,16.3746,-1.18311,16455.5,403.721,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14973,37.65,41.000,29.334,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:16.480,1,139.995,41.4144,40.7791,21.8010,48.7396,41.4144,131651,60002,-5.00206,0.0593504,-1.17919e-05,-3.56529e-08,0.60431,0.973994,1,0.00807312,1.33125,1,-0.274633,0.0234334,7.60394e-05,-1.03244e-07,0.0159933,0.973994,1,-0.000184948,0.973994,1,3.18934,16.3758,-1.2282,16439.7,398.503,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14910,37.65,41.000,29.333,0.076,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:17.504,1,140.015,41.4147,40.7791,21.7997,48.7592,41.4147,131653,60008,-5.01625,0.0595333,-1.25378e-05,-3.46531e-08,0.603889,0.990531,1,0.00814981,1.16509,1,-0.359804,0.0241155,7.42438e-05,-1.01682e-07,0.0161255,0.990531,1,-0.000188613,0.990531,1,3.18892,16.3764,-1.25843,16428.3,402.284,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14968,37.75,41.000,29.328,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:18.528,1,140.007,41.4145,40.7791,21.7985,48.7494,41.4145,131649,59996,-5.02058,0.059588,-1.28118e-05,-3.42644e-08,0.60394,0.978226,1,0.0081466,1.28779,1,-0.367015,0.0241257,7.42989e-05,-1.01811e-07,0.0165143,0.978226,1,-0.000176455,0.978226,1,3.1891,16.3731,-1.1581,16429.7,402.126,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14919,37.65,41.000,29.335,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:19.552,1,139.996,41.4142,40.7793,21.7957,48.7592,41.4142,131647,60004,-4.99783,0.0592945,-1.15171e-05,-3.61104e-08,0.605443,0.986466,1,0.0082239,1.26713,1,-0.28439,0.0235009,7.58847e-05,-1.03134e-07,0.0155499,0.986466,1,-0.000176344,0.986466,1,3.18931,16.3751,-1.15724,16470.5,405.958,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14955,37.65,41.000,29.334,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:20.576,1,139.997,41.4145,40.7790,21.7938,48.7103,41.4145,131647,60002,-5.01012,0.0594664,-1.22742e-05,-3.50298e-08,0.603975,0.993767,1,0.0082201,1.14806,1,-0.218957,0.0230239,7.70474e-05,-1.04077e-07,0.0165355,0.993767,1,-0.000185778,0.993767,1,3.18928,16.3754,-1.23504,16430.6,405.755,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14956,37.65,41.000,29.334,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:21.600,1,139.999,41.4145,40.7789,21.7906,48.7299,41.4145,131665,60000,-4.99852,0.0593032,-1.15364e-05,-3.60924e-08,0.603141,0.998533,1,0.00847736,1.21597,1,-0.254752,0.0232903,7.63956e-05,-1.03547e-07,0.0164249,0.998533,1,-0.000189414,0.998533,1,3.18916,16.3758,-1.26501,16407.9,418.443,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14944,37.65,41.000,29.337,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:22.624,1,139.999,41.4145,40.7790,21.7880,48.7494,41.4145,131638,60004,-4.98921,0.0591953,-1.11003e-05,-3.66749e-08,0.603517,0.981319,1,0.00823325,1.26273,1,-0.210545,0.022954,7.72501e-05,-1.04254e-07,0.015767,0.981319,1,-0.000198879,0.981319,1,3.18901,16.3773,-1.34312,16418.1,406.398,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14938,37.65,41.000,29.334,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:23.648,1,140.005,41.4141,40.7791,21.7860,48.7689,41.4141,131648,60000,-5.02891,0.0596929,-1.32056e-05,-3.37479e-08,0.604373,0.968891,1,0.00806616,1.2422,1,-0.276118,0.0234594,7.5939e-05,-1.03135e-07,0.0155817,0.968891,1,-0.000197018,0.968891,1,3.18912,16.3757,-1.32779,16441.4,398.159,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14975,37.65,41.000,29.334,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:24.672,1,140.015,41.4143,40.7790,21.7835,48.7494,41.4143,131653,60008,-5.03444,0.0597665,-1.35095e-05,-3.3333e-08,0.604579,0.96807,1,0.00790576,1.21518,1,-0.270352,0.0234015,7.61234e-05,-1.03315e-07,0.0153886,0.96807,1,-0.000193268,0.96807,1,3.18915,16.3763,-1.29686,16447,390.244,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14975,37.65,41.000,29.336,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:25.696,1,140.004,41.4144,40.7791,21.7827,48.7201,41.4144,131641,60002,-5.02157,0.0596033,-1.28329e-05,-3.42594e-08,0.604101,0.97743,1,0.0080055,1.29164,1,-0.349075,0.0240181,7.45227e-05,-1.01938e-07,0.0156873,0.97743,1,-0.000191914,0.97743,1,3.18936,16.3764,-1.28567,16434,395.163,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14966,37.75,41.000,29.341,0.077,16,No Data,No Data,No Data,No Data
02/21/2025 13:30:26.823,1,140.001,41.4141,40.7786,21.7830,48.7678,41.4141,131648,59999,-5.04015,0.0598211,-1.36843e-05,-3.31709e-08,0.605496,0.969836,1,0.00788263,1.31194,1,-0.301789,0.0236507,7.5458e-05,-1.02726e-07,0.0150227,0.969836,1,-0.000198006,0.969836,1,3.18935,16.376,-1.33599,16472,389.112,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14967,37.65,41.000,29.337,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:27.847,1,139.997,41.4142,40.7791,21.7868,48.7494,41.4142,131652,60001,-5.03137,0.0597185,-1.33265e-05,-3.36002e-08,0.604614,0.973563,1,0.00794793,1.18142,1,-0.33634,0.0239125,7.4785e-05,-1.02171e-07,0.0158776,0.973563,1,-0.000193402,0.973563,1,3.18937,16.3735,-1.29797,16448,392.326,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14967,37.65,41.000,29.340,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:28.871,1,139.978,41.4143,40.7789,21.7852,48.7201,41.4143,131642,60003,-5.01546,0.0595233,-1.24558e-05,-3.48221e-08,0.60485,0.988896,1,0.00811775,1.14543,1,-0.340294,0.0239779,7.45744e-05,-1.01936e-07,0.0161993,0.988896,1,-0.000212145,0.988896,1,3.18935,16.3778,-1.45264,16454.4,400.711,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14916,37.65,41.000,29.332,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:29.895,1,140.01,41.4142,40.7791,21.7876,48.7592,41.4142,131657,60006,-5.02017,0.0595883,-1.27999e-05,-3.42713e-08,0.602742,0.977414,1,0.00815278,1.11577,1,-0.380287,0.0242244,7.40773e-05,-1.01644e-07,0.016437,0.977414,1,-0.000183853,0.977414,1,3.18905,16.3746,-1.21911,16397.1,402.417,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14972,37.65,41.000,29.333,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:30.919,1,140.009,41.4140,40.7790,21.7918,48.7299,41.4140,131645,59999,-5.00948,0.0594564,-1.22366e-05,-3.50492e-08,0.603592,0.975357,1,0.0081552,1.2488,1,-0.349571,0.0240395,7.44315e-05,-1.01834e-07,0.0151981,0.975357,1,-0.000190078,0.975357,1,3.1889,16.3766,-1.2705,16420.2,402.546,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14964,37.65,41.000,29.333,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:31.943,1,139.987,41.4144,40.7788,21.7923,48.7494,41.4144,131650,59998,-5.0399,0.0598357,-1.38261e-05,-3.28747e-08,0.604732,0.980431,1,0.00810359,1.14076,1,-0.499188,0.0251517,7.16678e-05,-9.95613e-08,0.0158097,0.980431,1,-0.00017258,0.980431,1,3.18913,16.3749,-1.12615,16451.2,400.012,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14934,37.65,41.000,29.335,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:32.967,1,139.986,41.4144,40.7788,21.7965,48.7689,41.4144,131644,60004,-5.03427,0.0597715,-1.35064e-05,-3.33228e-08,0.604772,0.984481,1,0.00804954,1.12923,1,-0.221533,0.0230872,7.68134e-05,-1.03797e-07,0.015834,0.984481,1,-0.000198276,0.984481,1,3.18914,16.3796,-1.33819,16452.3,397.344,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14962,37.65,41.000,29.330,0.079,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:33.991,1,140.024,41.4143,40.7788,21.8006,48.7787,41.4143,131655,60001,-5.03717,0.0597982,-1.36282e-05,-3.31649e-08,0.604628,0.983474,1,0.00824587,1.15662,1,-0.379701,0.0242375,7.40156e-05,-1.0155e-07,0.0163443,0.983474,1,-0.000193911,0.983474,1,3.18925,16.3772,-1.30217,16448.4,407.033,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14907,37.65,41.000,29.332,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:35.015,1,140.017,41.4144,40.7792,21.8024,48.7689,41.4144,131645,60004,-5.00763,0.0594336,-1.21906e-05,-3.50605e-08,0.602167,0.986244,1,0.00820394,1.083,1,-0.348908,0.0240038,7.45845e-05,-1.02029e-07,0.0167218,0.986244,1,-0.000175345,0.986244,1,3.18934,16.3743,-1.14889,16381.4,404.936,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14972,37.65,41.000,29.332,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:36.039,1,140.006,41.4140,40.7789,21.8077,48.7494,41.4140,131640,59999,-5.01084,0.0594796,-1.23704e-05,-3.48549e-08,0.603719,0.986453,1,0.00827667,1.16313,1,-0.365541,0.0241404,7.42173e-05,-1.01705e-07,0.0166727,0.986453,1,-0.000181454,0.986453,1,3.18909,16.3743,-1.19934,16423.7,408.543,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14976,37.65,41.000,29.332,0.078,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:37.165,1,139.997,41.4145,40.7791,21.8129,48.7787,41.4145,131645,60001,-5.02233,0.0596156,-1.29025e-05,-3.41216e-08,0.603732,0.985744,1,0.00809553,1.16713,1,-0.211654,0.0229707,7.71754e-05,-1.04169e-07,0.0156492,0.985744,1,-0.000190513,0.985744,1,3.18924,16.3763,-1.2741,16424,399.603,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14934,37.65,41.000,29.332,0.077,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:38.189,1,140.016,41.4142,40.7792,21.8135,48.7592,41.4142,131654,60008,-4.98825,0.059196,-1.11926e-05,-3.64396e-08,0.603073,0.996903,1,0.00828011,1.08994,1,-0.394123,0.0243417,7.37633e-05,-1.01363e-07,0.01656,0.996903,1,-0.000175756,0.996903,1,3.18921,16.3756,-1.15231,16406.1,408.706,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14961,37.65,41.000,29.337,0.080,0,No Data,No Data,No Data,No Data
02/21/2025 13:30:39.213,1,139.999,41.4143,40.7790,21.8227,48.7592,41.4143,131660,59999,-5.00707,0.0594104,-1.2e-05,-3.54534e-08,0.603604,0.982054,1,0.0080918,1.2971,1,-0.28115,0.023526,7.56926e-05,-1.02869e-07,0.0157663,0.982054,1,-0.000183075,0.982054,1,3.18926,16.375,-1.21272,16420.5,399.417,0.386486,15434.9,411.079,0.724502,17.573,1.32095e-07,14925,37.65,41.000,29.338,0.079,0,No Data,No Data,No Data,No Data
