02/21/2025 11:37:25.178,0,139.971,41.4152,40.7793,21.1996,48.6810,41.4152,131526,60001,-5.44635,0.0649201,-3.34174e-05,-7.00475e-09,0.177812,1.04018,1,0.00666854,1.2572,1,0.0552514,0.0211601,8.21431e-05,-1.08344e-07,0.0137644,1.04018,1,-0.000277595,1.04018,1,3.1898,16.4544,-1.96946,4837.21,325.334,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14978,36.65,41.000,28.919,0.104,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:26.202,0,139.989,41.4153,40.7794,21.1993,48.6810,41.4153,131522,60002,-5.46478,0.0651597,-3.43802e-05,-5.69869e-09,0.179459,1.0274,1,0.00635013,1.16663,1,0.134872,0.0205762,8.35894e-05,-1.09514e-07,0.0133218,1.0274,1,-0.0002857,1.0274,1,3.18964,16.4576,-2.03566,4882.01,309.814,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14924,36.55,41.000,28.915,0.105,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:27.226,0,140.018,41.4151,40.7793,21.1999,48.6810,41.4151,131541,60004,-5.4612,0.0651138,-3.42203e-05,-5.91205e-09,0.178484,1.04898,1,0.00650573,1.26856,1,-0.165308,0.0228317,7.79503e-05,-1.04853e-07,0.0133176,1.04898,1,-0.000272,1.04898,1,3.18971,16.4553,-1.92387,4855.5,317.396,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14985,36.55,41.000,28.916,0.103,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:28.250,0,139.991,41.4152,40.7793,21.2064,48.6810,41.4152,131522,60000,-5.44994,0.0649783,-3.37039e-05,-6.5683e-09,0.177033,1.02604,1,0.00640818,1.2461,1,0.0380896,0.0212567,8.19855e-05,-1.08287e-07,0.0136335,1.02604,1,-0.000273287,1.02604,1,3.1896,16.454,-1.93429,4816.02,312.625,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14964,36.65,41.000,28.917,0.105,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:29.274,0,139.998,41.4149,40.7792,21.2088,48.6810,41.4149,131517,59998,-5.43382,0.0647574,-3.26947e-05,-8.02754e-09,0.178526,1.0272,1,0.00655435,1.257,1,0.000125496,0.0215781,8.10999e-05,-1.07459e-07,0.013414,1.0272,1,-0.000292017,1.0272,1,3.18976,16.4569,-2.08712,4856.65,319.769,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14952,36.55,41.000,28.918,0.104,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:30.298,0,139.986,41.4147,40.7791,21.2084,48.6810,41.4147,131522,60004,-5.4384,0.0648074,-3.29012e-05,-7.75815e-09,0.178877,1.02587,1,0.00661068,1.29315,1,0.085649,0.0209427,8.26598e-05,-1.08742e-07,0.0133471,1.02587,1,-0.000271963,1.02587,1,3.18971,16.4554,-1.92359,4866.18,322.52,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14982,36.65,41.000,28.920,0.105,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:31.322,0,139.998,41.4150,40.7790,21.2091,48.6810,41.4150,131523,60001,-5.46711,0.0651886,-3.45667e-05,-5.38785e-09,0.178319,1.02156,1,0.00652529,1.115,1,0.0266985,0.0213804,8.15754e-05,-1.07855e-07,0.0130739,1.02156,1,-0.000305671,1.02156,1,3.18959,16.4547,-2.19847,4851,318.349,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14916,36.65,41.000,28.914,0.104,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:32.346,0,139.998,41.4149,40.7791,21.2056,48.6810,41.4149,131520,59997,-5.46123,0.0651145,-3.42762e-05,-5.79842e-09,0.179527,1.00871,1,0.0063456,1.22514,1,-0.0547089,0.0219944,8.00191e-05,-1.06558e-07,0.013178,1.00871,1,-0.000292668,1.00871,1,3.18936,16.4527,-2.09249,4883.88,309.593,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14975,36.65,41.000,28.914,0.104,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:33.370,0,139.997,41.4152,40.7790,21.2030,48.6810,41.4152,131533,59994,-5.447,0.0649293,-3.34949e-05,-6.85231e-09,0.178598,1.05181,1,0.00648377,1.03687,1,-0.0491907,0.0219834,7.99823e-05,-1.06467e-07,0.0139037,1.05181,1,-0.000282964,1.05181,1,3.18955,16.4541,-2.0133,4858.59,316.326,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14972,36.65,41.000,28.915,0.106,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:34.394,0,140.03,41.4148,40.7793,21.2017,48.6810,41.4148,131517,59997,-5.47554,0.0652818,-3.49292e-05,-4.93511e-09,0.179223,1.00192,1,0.00637871,1.25954,1,0.132785,0.0205871,8.35288e-05,-1.09457e-07,0.0132406,1.00192,1,-0.000292577,1.00192,1,3.18939,16.4534,-2.09173,4875.6,311.205,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14955,36.65,41.000,28.918,0.105,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:35.418,0,140.008,41.4150,40.7791,21.2006,48.6908,41.4150,131525,60000,-5.47246,0.0652494,-3.48043e-05,-5.07174e-09,0.178557,1.01055,1,0.00637254,1.15085,1,-0.104543,0.0223763,7.90671e-05,-1.0576e-07,0.0129224,1.01055,1,-0.000300487,1.01055,1,3.18945,16.4546,-2.1562,4857.49,310.899,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,15001,36.65,41.000,28.915,0.107,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:36.442,0,140.015,41.4152,40.7791,21.1981,48.6810,41.4152,131529,59998,-5.48986,0.0654682,-3.57014e-05,-3.84144e-09,0.178774,1.02265,1,0.00646435,1.144,1,-0.0611229,0.0220637,7.98235e-05,-1.06359e-07,0.0135301,1.02265,1,-0.000281484,1.02265,1,3.18972,16.456,-2.00124,4863.4,315.38,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14939,36.55,41.000,28.914,0.104,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:37.466,0,140.018,41.4149,40.7795,21.1964,48.6810,41.4149,131522,59992,-5.45639,0.0650476,-3.39521e-05,-6.2324e-09,0.178387,1.04506,1,0.00656194,1.12644,1,0.090002,0.0208902,8.28528e-05,-1.08954e-07,0.0141003,1.04506,1,-0.000274448,1.04506,1,3.18959,16.456,-1.94383,4852.86,320.138,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14950,36.65,41.000,28.910,0.106,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:38.490,0,140.026,41.4149,40.7793,21.1943,48.6810,41.4149,131520,60000,-5.46759,0.0651915,-3.45891e-05,-5.36074e-09,0.178374,1.06055,1,0.00654899,1.08844,1,-0.00163783,0.021588,8.10543e-05,-1.07427e-07,0.0136463,1.06055,1,-0.000281963,1.06055,1,3.18947,16.4533,-2.00512,4852.49,319.506,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14983,36.55,41.000,28.909,0.106,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:39.514,0,139.99,41.4152,40.7792,21.1947,48.6810,41.4152,131515,60002,-5.44233,0.064878,-3.32817e-05,-7.11666e-09,0.177034,1.01222,1,0.00657057,1.22074,1,0.143723,0.0204836,8.38752e-05,-1.09815e-07,0.0139617,1.01222,1,-0.000289549,1.01222,1,3.18949,16.4552,-2.06691,4816.05,320.547,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14982,36.65,41.000,28.910,0.106,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:40.538,0,140.003,41.4150,40.7793,21.1938,48.6810,41.4150,131509,60002,-5.46807,0.0651989,-3.46071e-05,-5.34726e-09,0.178233,1.04949,1,0.0065851,1.19552,1,0.0632084,0.0211379,8.20994e-05,-1.08233e-07,0.0136957,1.04949,1,-0.000293035,1.04949,1,3.18956,16.4537,-2.09541,4848.66,321.266,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14986,36.65,41.000,28.912,0.105,0,No Data,No Data,No Data,No Data
02/21/2025 11:37:41.562,0,139.978,41.4153,40.7791,21.1930,48.6908,41.4153,131518,60000,-5.46128,0.0651055,-3.41945e-05,-5.92539e-09,0.177096,1.014,1,0.00654787,1.15781,1,-0.0655692,0.0220823,7.98026e-05,-1.0637e-07,0.0136106,1.014,1,-0.000279341,1.014,1,3.18989,16.4546,-1.98367,4817.75,319.441,0.227355,9285.35,404.264,0.520623,15.6613,2.93375e-08,14916,36.65,41.000,28.915,0.107,0,No Data,No Data,No Data,No Data
